"Date","BTC","ETH"
"Sep-30-2020",14472.7515059116,483.079269911982
"Sep-29-2020",14571.0778391177,483.277620229318
"Sep-28-2020",14386.2639821791,476.859822516649
"Sep-27-2020",14472.3594760641,479.982677363361
"Sep-26-2020",14436.3619727145,477.059249527432
"Sep-25-2020",14360.6198738345,472.708547538542
"Sep-24-2020",14425.3258477893,469.140151042134
"Sep-23-2020",13752.5791729196,431.173069929774
"Sep-22-2020",14156.2427337314,462.502030189313
"Sep-21-2020",14017.1532498277,458.892596732084
"Sep-20-2020",14671.5228137624,499.949330291154
"Sep-19-2020",14889.5029702066,517.211140246744
"Sep-18-2020",14674.5923067026,513.930753429551
"Sep-17-2020",14698.0469262088,521.949508605611
"Sep-16-2020",14714.8515156078,492.979884853799
"Sep-15-2020",14494.5083354883,489.495711141351
"Sep-14-2020",14336.045861151,506.049879758023
"Sep-13-2020",13866.3187897549,491.007920297266
"Sep-12-2020",14031.2668913749,516.450153528338
"Sep-11-2020",13945.7767905352,500.439991266644
"Sep-10-2020",13891.8212695461,492.78336029208
"Sep-09-2020",13729.8663104045,473.029779596603
"Sep-08-2020",13592.8277975213,455.565972424391
"Sep-07-2020",13921.1325395896,473.528590923131
"Sep-06-2020",13787.76822014,477.652531040428
"Sep-05-2020",13616.4592207181,445.442508190051
"Sep-04-2020",14078.5048487804,518.652511366532
"Sep-03-2020",13731.9035584106,514.933840427664
"Sep-02-2020",15322.7360428098,586.715798439571
"Sep-01-2020",16025.2229584797,639.748798243183
"Aug-31-2020",15667.993450763,577.738413728619
"Aug-30-2020",15724.1751900638,568.851278421512
"Aug-29-2020",15438.2735268924,536.460931963785
"Aug-28-2020",15454.0391782116,529.587016559487
"Aug-27-2020",15204.5690796816,514.615355757131
"Aug-26-2020",15409.3280656127,518.68702385746
"Aug-25-2020",15272.2019838312,516.060097368358
"Aug-24-2020",15812.848494706,548.411085460553
"Aug-23-2020",15664.5100747902,526.174131139085
"Aug-22-2020",15701.8124841426,532.134647878691
"Aug-21-2020",15499.8616345915,520.892251945751
"Aug-20-2020",15951.0772560299,559.822070895659
"Aug-19-2020",15770.6995613669,545.808339623947
"Aug-18-2020",16079.3131410297,568.768944218389
"Aug-17-2020",16514.7560165459,579.079053760093
"Aug-16-2020",15986.1416942905,582.712477821445
"Aug-15-2020",15949.4478994985,581.829415288178
"Aug-14-2020",15784.7744217372,587.31304143901
"Aug-13-2020",15811.8368873779,571.978669996992
"Aug-12-2020",15561.5537375159,521.02517412251
"Aug-11-2020",15317.7044979936,509.604047041175
"Aug-10-2020",15952.7861367761,531.655613733158
"Aug-09-2020",15657.3533919603,523.425264007875
"Aug-08-2020",15765.5642620138,527.410235256934
"Aug-07-2020",15570.0826957707,510.049036416891
"Aug-06-2020",15835.0595975048,530.940387397592
"Aug-05-2020",15771.4017508107,538.455082500993
"Aug-04-2020",15047.720312823,523.587488747237
"Aug-03-2020",15117.2166119643,519.717699744643
"Aug-02-2020",14885.1434108148,497.995380008069
"Aug-01-2020",15862.0840634758,519.740958903681
"Jul-31-2020",15235.9497827117,465.102214487482
"Jul-30-2020",14933.0283947771,449.392869391523
"Jul-29-2020",14884.7270097435,425.261683412509
"Jul-28-2020",14646.0455851862,424.287991203905
"Jul-27-2020",14781.5444964081,431.170577703666
"Jul-26-2020",13330.914604807,415.868118319711
"Jul-25-2020",13020.0834665547,408.473349621766
"Jul-24-2020",12830.451678847,375.184885675457
"Jul-23-2020",12894.8612732879,369.265357940994
"Jul-22-2020",12795.3067539727,353.430088851726
"Jul-21-2020",12615.5513562077,329.850361952368
